genome.genome_id	feature.patric_id	feature.aa_sequence_md5
1313.13767	fig|1313.13767.peg.571	a920a5f743e18f6c5c41a6bf0e69bef6
1313.13767	fig|1313.13767.peg.975	f0743b21fd7a93584ef8f209cf396842
1313.13767	fig|1313.13767.repeat_unit.363	
1313.13767	fig|1313.13767.peg.2203	69140f2cfe3f4ae44c295793366d5158
1313.13767	fig|1313.13767.repeat_unit.324	
1313.13767	fig|1313.13767.repeat_unit.318	
1313.13767	fig|1313.13767.peg.590	60836a8cc72bd5105a25ec15b3e16079
1313.13767	fig|1313.13767.peg.685	f00f6b37818abc29abaad024544c7b49
1313.13767	fig|1313.13767.repeat.214	
1313.13767	fig|1313.13767.peg.2187	b8640e19cd2da217b1b6a4d710fefb69
1313.13767	fig|1313.13767.peg.2145	d978f6379eb5caad9d937b6964e4259d
1313.13767	fig|1313.13767.peg.1048	c5fc673204b521261e4da6ed011b5dc1
1313.13767	fig|1313.13767.peg.1626	430a2139d7517af85f644011c916e406
1313.13767	fig|1313.13767.peg.969	13e53e6d8d9e6db62dee96ffa809422f
1313.13767	fig|1313.13767.peg.1625	324a992d4b6aa0d27f8ecd58af2198c8
1313.13767	fig|1313.13767.peg.330	348323d1160ecf2c29774e2f58ef0405
1313.13767	fig|1313.13767.peg.1088	bef5522e9527f2931d10b64e4470e586
1313.13767	fig|1313.13767.peg.795	02fcbdccef4450268f7e4331adfff2ec
1313.13767	fig|1313.13767.peg.562	0d360fa5cc8c1ecd2d0d1436a64e9ee3
1313.13767	fig|1313.13767.peg.523	a3df15000f459f81d8c85851f6a04272
1313.13767	fig|1313.13767.repeat_unit.520	
1313.13767	fig|1313.13767.peg.876	f5b1f2885717dd99de5d0da31b14f6d1
1313.13767	fig|1313.13767.peg.2204	aa6962db3b8c79a7ea70645edfa24ba7
1313.13767	fig|1313.13767.repeat_unit.399	
1313.13767	fig|1313.13767.repeat_unit.579	
1313.13767	fig|1313.13767.repeat_unit.494	
1313.13767	fig|1313.13767.peg.945	f35180b8f70f06280f84406b8d8bdb1f
1313.13767	fig|1313.13767.peg.325	989a3a31bf9c4df985780de7bdff24bd
1313.13767	fig|1313.13767.repeat_unit.503	
1313.13767	fig|1313.13767.peg.997	ff53ad7e834df0a8f385987eef0ca8bb
1313.13767	fig|1313.13767.peg.1172	2debef37cf37ac8f72141903bc778479
1313.13767	fig|1313.13767.peg.1280	aa7328e3bae8a08f3afe92f0a5b01637
1313.13767	fig|1313.13767.repeat_unit.334	
1313.13767	fig|1313.13767.peg.841	9e1cdbe9807fa0bfdfa598ad4c3cf391
1313.13767	fig|1313.13767.peg.1373	839a7918bd75df0696d9d472e48e7995
1313.13767	fig|1313.13767.peg.2225	c31e2428d6507e76a152fe03bb7a935c
1313.13767	fig|1313.13767.peg.547	54d4ab0a608351f8a20a8b031274a5f5
1313.13767	fig|1313.13767.repeat_unit.99	
1313.13767	fig|1313.13767.repeat_unit.84	
1313.13767	fig|1313.13767.repeat.40	
1313.13767	fig|1313.13767.repeat_unit.58	
1313.13767	fig|1313.13767.peg.207	9096e2e06ed3585b3b51521b99c8f108
1313.13767	fig|1313.13767.peg.1191	16faeed7640806c1ef651ba1d830bc34
1313.13767	fig|1313.13767.peg.1326	15a3a1365f7170df3b9e71416805fd52
1313.13767	fig|1313.13767.repeat_unit.576	
1313.13767	fig|1313.13767.peg.1515	5355d915c91444a0fc054f6cca126178
1313.13767	fig|1313.13767.peg.2110	53404643126b46469a874a1669099aaf
1313.13767	fig|1313.13767.peg.2031	edad59c893ebb760e4fa3c3ef13c3c58
1313.13767	fig|1313.13767.peg.1705	2b907f41c294aee21b3a61f1b0aa9638
1313.13767	fig|1313.13767.peg.1955	72bde13e9caea8a2553c304337fd620c
1313.13767	fig|1313.13767.peg.1543	209af5bc9a4872a907293bee0237d304
1313.13767	fig|1313.13767.repeat_unit.301	
1313.13767	fig|1313.13767.peg.1358	254b203e486c9419e30f721f122c4880
1313.13767	fig|1313.13767.repeat_unit.344	
1313.13767	fig|1313.13767.repeat_unit.621	
1313.13767	fig|1313.13767.peg.1987	e36b0607776f3ea410ffaad9d1fc094b
1313.13767	fig|1313.13767.repeat_unit.624	
1313.13767	fig|1313.13767.repeat_unit.552	
1313.13767	fig|1313.13767.peg.2018	02045016b99f0772656b7c38607b453a
1313.13767	fig|1313.13767.repeat_unit.364	
1313.13767	fig|1313.13767.repeat_unit.69	
1313.13767	fig|1313.13767.misc_binding.6	
1313.13767	fig|1313.13767.peg.833	6023e283c4df4dd533d1107dae28940e
1313.13767	fig|1313.13767.peg.492	1b1f1205b5e24eaf040e9af9dd8b2491
1313.13767	fig|1313.13767.repeat.146	
1313.13767	fig|1313.13767.peg.2072	1f811c58806cbf39f0d0813310db5d82
1313.13767	fig|1313.13767.peg.1378	ac50f81f1c942a787a36fe8dfb39803c
1313.13767	fig|1313.13767.repeat_unit.507	
1313.13767	fig|1313.13767.peg.940	a52d3cc482db0663356a9d18e947134e
1313.13767	fig|1313.13767.peg.613	4c30037d374a1a4ee46205c941176468
1313.13767	fig|1313.13767.repeat_unit.627	
1313.13767	fig|1313.13767.peg.2056	6921c99c2da8c2bd2da433da8edd9a78
1313.13767	fig|1313.13767.peg.24	858d2ca1259e5f9140b57867d1128327
1313.13767	fig|1313.13767.peg.28	22d978cd09ba2d156d83e393ac6d5a2c
1313.13767	fig|1313.13767.peg.935	72c7aabdc2d079aae081e22c7e456924
1313.13767	fig|1313.13767.repeat_unit.510	
1313.13767	fig|1313.13767.repeat_unit.449	
1313.13767	fig|1313.13767.peg.443	2e094187bb32ef542732576c72379393
1313.13767	fig|1313.13767.rna.44	
1313.13767	fig|1313.13767.peg.152	dfdce9bbc0c76f29a92c4c1df3bc86eb
1313.13767	fig|1313.13767.peg.1045	7a0559a855ff32396eefe166467ec6ce
1313.13767	fig|1313.13767.repeat_unit.424	
1313.13767	fig|1313.13767.repeat_unit.423	
1313.13767	fig|1313.13767.repeat_unit.305	
1313.13767	fig|1313.13767.peg.1266	383148de863bf65ddb1c679614d912b8
1313.13767	fig|1313.13767.repeat_unit.452	
1313.13767	fig|1313.13767.peg.51	2214eddb5159379931f0c1089e0f643f
1313.13767	fig|1313.13767.repeat_unit.370	
1313.13767	fig|1313.13767.peg.2131	a712921f077acd1a12c7bb90239a9328
1313.13767	fig|1313.13767.peg.1957	10eb35720fc3f77c6b164698c31ab7cb
1313.13767	fig|1313.13767.repeat.216	
1313.13767	fig|1313.13767.peg.334	38086ab1d54af2718d6865832d677025
1313.13767	fig|1313.13767.peg.1758	9d595e04166ec603f3a52010cb4cfe3d
1313.13767	fig|1313.13767.peg.1899	e0b95507be77fec60186ce5d9e9e66d9
1313.13767	fig|1313.13767.peg.1249	a2326b4a0f6a9b70d511c6d4dc3bac72
1313.13767	fig|1313.13767.peg.1114	7193518a023bb8af59c0326e845f8a31
1313.13767	fig|1313.13767.repeat_unit.129	
1313.13767	fig|1313.13767.peg.582	d3589ced5ea68db23d05819e18b99c04
1313.13767	fig|1313.13767.peg.1458	5a3ab63e8365a7c20ddee11c91009ef8
1313.13767	fig|1313.13767.repeat.111	
1313.13767	fig|1313.13767.peg.832	114ba5fb4ea9d39a58e84ee113261c8a
1313.13767	fig|1313.13767.peg.91	dd705b172fdbbe604108bd2784fa0171
1313.13767	fig|1313.13767.peg.1402	dd22fcc03278b7d3450e566bba35987e
1313.13767	fig|1313.13767.peg.730	b0d217c6777f9a4c3fa95bcb692e7723
1313.13767	fig|1313.13767.peg.1144	467430763da99ad566b1be6f37d9fb2d
1313.13767	fig|1313.13767.peg.1624	c4871de8b6ef525d4cd6e063fba8a218
1313.13767	fig|1313.13767.peg.1478	bebfe793e656212d765e7616830ed82f
1313.13767	fig|1313.13767.peg.579	87d56052342d5bd12897d1061441f386
1313.13767	fig|1313.13767.peg.1000	49160a1893006f4f39f29297865d5477
1313.13767	fig|1313.13767.peg.1618	966e21579452ab387adc9ca468820570
1313.13767	fig|1313.13767.peg.749	88e9a3f715687d7a8883fa7162e88045
1313.13767	fig|1313.13767.repeat_unit.558	
1313.13767	fig|1313.13767.peg.241	dc7e7387efc05bbf08f172b84d3e2209
1313.13767	fig|1313.13767.repeat.20	
1313.13767	fig|1313.13767.peg.378	309837668e6c3b11efcced7421cf01ac
1313.13767	fig|1313.13767.peg.1183	9e53cff50bad2b916c74085bcd5a7c8b
1313.13767	fig|1313.13767.peg.106	cae6d6ba77465cb65989049b5187e2ba
1313.13767	fig|1313.13767.repeat_unit.96	
1313.13767	fig|1313.13767.peg.440	fc37f1b7c7f11d9c4f6d8f2f541ed6f4
1313.13767	fig|1313.13767.peg.647	f4982004f2f50072ee23a1032e597d10
1313.13767	fig|1313.13767.peg.783	cbec086c56d8e66595c9811fb39eabe2
1313.13767	fig|1313.13767.repeat_unit.165	
1313.13767	fig|1313.13767.peg.1556	c2a6cd59996c7bc98d5c8340425ab712
1313.13767	fig|1313.13767.repeat_unit.167	
1313.13767	fig|1313.13767.repeat.62	
1313.13767	fig|1313.13767.peg.654	45a9ac96edd46733a04d3079a2fd3d6a
1313.13767	fig|1313.13767.peg.826	ffb1742e98f6705f550fef211d498ec9
1313.13767	fig|1313.13767.repeat_unit.168	
1313.13767	fig|1313.13767.peg.96	4be35cf483cd575862646345d658d72b
1313.13767	fig|1313.13767.peg.1544	6e7d67fc0444c4b12e9f2730084b5199
1313.13767	fig|1313.13767.repeat_unit.282	
1313.13767	fig|1313.13767.peg.704	8667c35a8734464af6c0167149405cc3
1313.13767	fig|1313.13767.peg.1133	bd654e80abea9ae0628ed1659401bd11
1313.13767	fig|1313.13767.peg.713	b3d3b5a2207714bcab0763afd2967c25
1313.13767	fig|1313.13767.peg.493	8b85a6d9128536bc523630b04021a5b3
1313.13767	fig|1313.13767.peg.1442	d1b2c58f6508b9689f163ef665350f24
1313.13767	fig|1313.13767.repeat.45	
1313.13767	fig|1313.13767.peg.1145	90191e0d22981988b661c4fb770ac861
1313.13767	fig|1313.13767.peg.1345	0ad4559882c98c948f4e9a473bc23133
1313.13767	fig|1313.13767.peg.536	0ed481079a41dfbfd61f8e862a43143f
1313.13767	fig|1313.13767.peg.1083	8766ce897cc7c6bb2a2b744440dc3bc6
1313.13767	fig|1313.13767.peg.1205	3117b39b4f936c11befe94c2ba6a00d7
1313.13767	fig|1313.13767.peg.1609	9efcc89f58c084dd0c6ac5531a05c625
1313.13767	fig|1313.13767.assembly_gap.3	
1313.13767	fig|1313.13767.peg.1467	e14cdd16286667bfecdf98483a4c117d
1313.13767	fig|1313.13767.peg.1419	85675b4784c669fe73b961fa1474ad72
1313.13767	fig|1313.13767.peg.1711	d69c93dd1804cb30038782603e3a32f9
1313.13767	fig|1313.13767.peg.1081	35fc288f8d2c8bdfc565bcfd7f53c941
1313.13767	fig|1313.13767.repeat_unit.628	
1313.13767	fig|1313.13767.peg.71	2d71f4b0e27a411c0ada81432ad8bf86
1313.13767	fig|1313.13767.repeat.168	
1313.13767	fig|1313.13767.repeat_unit.350	
1313.13767	fig|1313.13767.peg.1031	bc31b129ce3de5f41e06f745211b28f6
1313.13767	fig|1313.13767.peg.605	cf3270ea9736e0ebc8aa85e97175936d
1313.13767	fig|1313.13767.peg.649	2cd41604cc4d4496fb630f31acc84b8e
1313.13767	fig|1313.13767.repeat_unit.206	
1313.13767	fig|1313.13767.repeat_unit.501	
1313.13767	fig|1313.13767.peg.118	e9d575308038bb7cd4ad09b7224a60e6
1313.13767	fig|1313.13767.repeat_unit.42	
1313.13767	fig|1313.13767.peg.1930	3267f8a4fa4c94f1e2138e7c3d618fcf
1313.13767	fig|1313.13767.peg.2127	7beb45a35831afd578222a0fd1c7df77
1313.13767	fig|1313.13767.peg.1162	ea89c991fca9f5b9a0c0e5b24f96d724
1313.13767	fig|1313.13767.peg.792	316b739fc71ae1ac7380917c901c412f
1313.13767	fig|1313.13767.repeat_unit.56	
1313.13767	fig|1313.13767.peg.68	52aaa781e0f15fbf857cc10d0e4b2f66
1313.13767	fig|1313.13767.peg.275	4800a198555201a3faf5a33137fc962f
1313.13767	fig|1313.13767.repeat_unit.164	
1313.13767	fig|1313.13767.peg.1222	5640f2daa3012f79a5978469690dba11
1313.13767	fig|1313.13767.peg.608	aea2c7bd990f0454a5ddee58bc24352d
1313.13767	fig|1313.13767.peg.85	219222bcbf8f68ca46ac197429fd777d
1313.13767	fig|1313.13767.repeat_unit.573	
1313.13767	fig|1313.13767.peg.1274	fd8d3040a53eb907c37a29f7746fab63
1313.13767	fig|1313.13767.peg.2133	a812fe7f939ebfdb898b1dc3de5ebd90
1313.13767	fig|1313.13767.peg.1591	a49e48137a37d03ca4fc3e2ff2eb36cd
1313.13767	fig|1313.13767.peg.1549	c77f3454b471053d7f25e8e16260ef81
1313.13767	fig|1313.13767.peg.1282	5e198145c4a52d2e7a8af0d794712578
1313.13767	fig|1313.13767.peg.1200	3671b3df2ebb987580aa4228fbf3e1f3
1313.13767	fig|1313.13767.peg.249	5ea5f0fe457789b8d82a1195abc278bb
1313.13767	fig|1313.13767.peg.6	ce61568d03a88ded501ab80174143518
1313.13767	fig|1313.13767.repeat_unit.264	
1313.13767	fig|1313.13767.repeat.73	
1313.13767	fig|1313.13767.peg.987	8b33cf2f218d5cb11bfb9db420db637e
1313.13767	fig|1313.13767.peg.589	43ab7b26abc0814a0dab1057079d0f1b
1313.13767	fig|1313.13767.repeat_unit.347	
1313.13767	fig|1313.13767.peg.838	1d0f903d877ba1fd52fa7a59576c46db
1313.13767	fig|1313.13767.peg.499	c65b47cd03be02a3aff9970afd74cf71
1313.13767	fig|1313.13767.peg.1058	de6aa5699bc003642e9ed1dde484a003
1313.13767	fig|1313.13767.repeat.70	
1313.13767	fig|1313.13767.peg.1575	52f85e329d716affff30c4706f9ace15
1313.13767	fig|1313.13767.peg.1389	68b28ea97307934f24c8cbc927f1938b
1313.13767	fig|1313.13767.peg.862	f8ef3185dc261f89749ffe8f57ce75ff
1313.13767	fig|1313.13767.peg.1708	6e05049dae0ee026ca9a2bd7cf3f88a0
1313.13767	fig|1313.13767.peg.645	322047a421ecdb54609ee274504292ce
1313.13767	fig|1313.13767.peg.702	621ee42d05e0de852415a5a4cd748223
1313.13767	fig|1313.13767.peg.1769	ac4e7de12e7f132e47f4990710433e88
1313.13767	fig|1313.13767.repeat_unit.147	
1313.13767	fig|1313.13767.repeat_unit.531	
1313.13767	fig|1313.13767.repeat_unit.511	
1313.13767	fig|1313.13767.repeat_unit.21	
1313.13767	fig|1313.13767.repeat_unit.73	
1313.13767	fig|1313.13767.repeat_unit.139	
1313.13767	fig|1313.13767.repeat_unit.586	
1313.13767	fig|1313.13767.peg.615	07cd7d6dadc3ee097307c9ba98b2cc34
1313.13767	fig|1313.13767.peg.736	e8446e4946e05317b8d0872b08be0913
1313.13767	fig|1313.13767.peg.250	6823135e0d032afc3be32be960ec40fd
1313.13767	fig|1313.13767.peg.1271	c8e1ad6d2c834d5b5e1f506770a10c5d
1313.13767	fig|1313.13767.repeat.260	
1313.13767	fig|1313.13767.peg.1903	533d1f614df81e72926ee3faf56db0dc
1313.13767	fig|1313.13767.repeat.156	
1313.13767	fig|1313.13767.repeat_unit.529	
1313.13767	fig|1313.13767.peg.342	1620404efabcbd04785d313e6cec6218
1313.13767	fig|1313.13767.peg.2024	a317694cacd387a29d529dc6aad40528
1313.13767	fig|1313.13767.peg.906	1daee2ffcb2dd3cb12c84240fc949062
1313.13767	fig|1313.13767.peg.1994	e7c879c978fa103278f50d05fdc80428
1313.13767	fig|1313.13767.peg.1202	35563993d8f8c0e026e480dc18485fec
1313.13767	fig|1313.13767.misc_binding.7	
1313.13767	fig|1313.13767.peg.1513	0e5209d224d76c9a12eeda8544e573a7
1313.13767	fig|1313.13767.repeat_unit.112	
1313.13767	fig|1313.13767.repeat.58	
1313.13767	fig|1313.13767.peg.746	085bdc7febc9f7ca02298019565dae4b
1313.13767	fig|1313.13767.peg.124	d28bb5d6cd7d9fd6a033ce722389c308
1313.13767	fig|1313.13767.peg.807	bb0bb7d05a798fc4fae74984bc01f7d2
1313.13767	fig|1313.13767.peg.78	589b63d236ac79d143f09cd0eae904d3
1313.13767	fig|1313.13767.peg.1797	dc2c76ff3ac5c35111ec0c2b312badb9
1313.13767	fig|1313.13767.peg.385	007f994bd9c68c2c0e04270edacbecb3
1313.13767	fig|1313.13767.peg.745	b0148489b13386ef164b94b639ad4804
1313.13767	fig|1313.13767.repeat.175	
1313.13767	fig|1313.13767.peg.1010	16034f9fd3604dcda12720fc34904f71
1313.13767	fig|1313.13767.repeat_unit.118	
1313.13767	fig|1313.13767.assembly_gap.5	
1313.13767	fig|1313.13767.repeat_unit.373	
1313.13767	fig|1313.13767.peg.1911	5abf1529c5b45450cdcd392830fd8b13
1313.13767	fig|1313.13767.rna.12	
1313.13767	fig|1313.13767.peg.1175	2348200b0850d617a1e82de13312546f
1313.13767	fig|1313.13767.peg.847	9fe378070da7fd2ea7095e9809ce5f85
1313.13767	fig|1313.13767.peg.1376	39832060402263d2943ecd38f3e4e669
1313.13767	fig|1313.13767.peg.666	eeb84ff690ff998fd6db9f5a4d5b3b38
1313.13767	fig|1313.13767.peg.1770	63b7c7cebef6f8b7129e8de6c1b90067
1313.13767	fig|1313.13767.peg.1015	a9ea0a22e3401a7afeca8916470114fd
1313.13767	fig|1313.13767.peg.2134	221bb34f3c7e64c37bda8cbafdb142c4
1313.13767	fig|1313.13767.peg.1535	c5ef80e9d57c9ebcefe0559488b95782
1313.13767	fig|1313.13767.peg.560	9981d4505387c2e309890b9e5b4e678f
1313.13767	fig|1313.13767.peg.1134	09661404647c5e2ec5cb0f4ab52211cb
1313.13767	fig|1313.13767.peg.2000	2ea3c731735e728614361a0526a556cc
1313.13767	fig|1313.13767.peg.95	b0f250c8692aed9bc4003f8d93fcd0f6
1313.13767	fig|1313.13767.repeat_unit.453	
1313.13767	fig|1313.13767.peg.1855	f2919cb3b5edceeb44d99609ec5496d0
1313.13767	fig|1313.13767.peg.2003	78e0458777fdc7988eee18e9b6335562
1313.13767	fig|1313.13767.peg.1722	02d9edf43a9c926ed8973f19e15f343e
1313.13767	fig|1313.13767.peg.2106	51a4dd5d5f83d7c9b692664403ef8320
1313.13767	fig|1313.13767.peg.377	5aa2e85cbe62841d3f628d4f0689e3bc
1313.13767	fig|1313.13767.peg.1634	07bd17b7e9885fb1df32acbf3982bba8
1313.13767	fig|1313.13767.peg.36	4e3cc2974ecf0f3fc3f0494bccc4d832
1313.13767	fig|1313.13767.peg.620	68c7f14c1cb5c9281174ce6a7bac080c
1313.13767	fig|1313.13767.peg.606	c2892be48f4d5f0c7ac9dd81f6209723
1313.13767	fig|1313.13767.peg.1309	6bc48952f41eac28037c124768e4893e
1313.13767	fig|1313.13767.peg.307	d7316f76841af7f3f20a69a75d201509
1313.13767	fig|1313.13767.peg.1101	d6345f07031f9308eb83cc29203341f7
1313.13767	fig|1313.13767.peg.1418	ae44e82656f7e2f52c5ac4c995b5aedd
1313.13767	fig|1313.13767.peg.1341	759aedb73d0ee01630f11b7837988fb9
1313.13767	fig|1313.13767.peg.168	bc084a049ec8330c5530c8740cb30800
1313.13767	fig|1313.13767.repeat_unit.70	
1313.13767	fig|1313.13767.peg.1416	279de14650fcbbecc51f0196fc245a85
1313.13767	fig|1313.13767.peg.765	068792e95e38032059ba7d9c26c1be78
1313.13767	fig|1313.13767.peg.1160	80d0a87d83564097931524357488134f
1313.13767	fig|1313.13767.peg.2132	a47919b865c58f37295df7cefcb74509
1313.13767	fig|1313.13767.peg.1756	5aa91dd8ad8b67d9ea224f7b6c38352a
1313.13767	fig|1313.13767.peg.2221	1c7304b2a69c8119e92120bb4be15879
1313.13767	fig|1313.13767.peg.1215	ac93c8ef4671f2a20dfa9d50fbf5932b
1313.13767	fig|1313.13767.peg.535	b89dc227a64a2bf3d4cdb5b8ef9fdde0
1313.13767	fig|1313.13767.peg.2	3c16cc2d629702dc242de337eae0d9ec
1313.13767	fig|1313.13767.repeat_unit.548	
1313.13767	fig|1313.13767.repeat_unit.351	
1313.13767	fig|1313.13767.peg.575	278235f78596fb899765165fef726315
1313.13767	fig|1313.13767.peg.1900	3ecd055fa0d890063964569d202a55c7
1313.13767	fig|1313.13767.peg.1153	b5d44ab2c7dd447b9ba2158518badda2
1313.13767	fig|1313.13767.peg.1567	f23270ca3c0bd4f7c8aa990f356f3c41
1313.13767	fig|1313.13767.peg.1196	d7403417d9eae03ab6f7c1fcb03f9047
1313.13767	fig|1313.13767.repeat.205	
1313.13767	fig|1313.13767.repeat_unit.131	
1313.13767	fig|1313.13767.peg.1342	c515269847630a080cdac89041a4ecee
1313.13767	fig|1313.13767.repeat_unit.600	
1313.13767	fig|1313.13767.peg.1926	d25f1cf7c843382d1cc4cd4a479a7a76
1313.13767	fig|1313.13767.repeat_unit.116	
1313.13767	fig|1313.13767.peg.1481	d325c948107fd7eff6635176497f7226
1313.13767	fig|1313.13767.repeat_unit.577	
1313.13767	fig|1313.13767.peg.1003	a546b989baf6f8baaa452a0ef88b071d
1313.13767	fig|1313.13767.peg.1062	b00d195f6a68f5971c96dc45c6637659
1313.13767	fig|1313.13767.repeat_unit.545	
1313.13767	fig|1313.13767.peg.122	2819431573bc29e9c08177dae97c91f8
1313.13767	fig|1313.13767.peg.913	366eb39265066d15aaa53167ce2f8bd6
1313.13767	fig|1313.13767.peg.100	c31c91c13600d54eacb0c4f79899c00b
1313.13767	fig|1313.13767.repeat_unit.306	
1313.13767	fig|1313.13767.peg.990	1c7a1fc976e9218a33650a50fd1af805
1313.13767	fig|1313.13767.peg.1947	ec37ae7175ba75156d0b0554b53d3696
1313.13767	fig|1313.13767.peg.254	45add09ebfccd46a9e402b946918945c
1313.13767	fig|1313.13767.rna.38	
1313.13767	fig|1313.13767.repeat_unit.346	
1313.13767	fig|1313.13767.peg.294	946ad9a22807d2e8addf680ee03ff30a
1313.13767	fig|1313.13767.peg.2181	40b0e29bf62bae778bd4bdcc80224a2b
1313.13767	fig|1313.13767.peg.801	728f6bd33f1b3e3f194107c969283290
1313.13767	fig|1313.13767.peg.710	df6968ff8676e49ab9cfb1af7369d425
1313.13767	fig|1313.13767.peg.48	6269c5b58b7d2c39bc4c8ac81b495135
1313.13767	fig|1313.13767.peg.369	fab5511410cea271861eb18d538d459e
1313.13767	fig|1313.13767.repeat_unit.464	
1313.13767	fig|1313.13767.repeat_unit.605	
1313.13767	fig|1313.13767.repeat_unit.427	
1313.13767	fig|1313.13767.peg.178	d7532ff68c5037d0b8b0ebe8920aeafd
1313.13767	fig|1313.13767.repeat.163	
1313.13767	fig|1313.13767.repeat_unit.392	
1313.13767	fig|1313.13767.peg.1520	e55cce268df3917b74407e56c98af056
1313.13767	fig|1313.13767.peg.789	0b58c486967403ca48ee36b1f017026c
1313.13767	fig|1313.13767.peg.551	ce6a0599367a7b5da9727a03a8e609f1
1313.13767	fig|1313.13767.peg.995	045cd78411b13d6e7bd63247dee72465
1313.13767	fig|1313.13767.peg.278	0b9342d4c0801e0591912341fc73a8b9
1313.13767	fig|1313.13767.peg.193	8b37e718f0c696d5a2399432428e6bbe
1313.13767	fig|1313.13767.repeat_unit.43	
1313.13767	fig|1313.13767.repeat_unit.620	
1313.13767	fig|1313.13767.peg.435	dd09d7ea788c7b73fe039bfa642a25f2
1313.13767	fig|1313.13767.peg.1118	2dc54f4b68f5ab862f05a8e6b3d9d9a3
1313.13767	fig|1313.13767.assembly_gap.9	
1313.13767	fig|1313.13767.repeat.279	
1313.13767	fig|1313.13767.peg.510	a7988400789b6fb4f71ca7b2eb0ab02b
1313.13767	fig|1313.13767.peg.852	bca4219e519d271cf3836e9cd8c70239
1313.13767	fig|1313.13767.repeat_unit.254	
1313.13767	fig|1313.13767.peg.1104	bc5d138bfd5a71483d273ad5609c55ab
1313.13767	fig|1313.13767.peg.1059	7af7bb396dadf64e8cee52dd163297aa
1313.13767	fig|1313.13767.peg.262	b49fc5067c68be73d52b685da9353ba8
1313.13767	fig|1313.13767.peg.1716	6508a0cd2eb2a20c3b901738989a1e62
1313.13767	fig|1313.13767.peg.673	df055554310bcd23a50bb47129782ceb
1313.13767	fig|1313.13767.peg.1953	cfd97e808f875c4d361945dbeddadc7f
1313.13767	fig|1313.13767.peg.246	1c9e67f17aa1d1a783f1f46985b4e436
1313.13767	fig|1313.13767.repeat_unit.198	
1313.13767	fig|1313.13767.peg.1252	a4a524afa5de4546fa0aace865f5c4c5
1313.13767	fig|1313.13767.repeat.144	
1313.13767	fig|1313.13767.peg.1979	a84d4c8cafbbce6191bcf38a75876b1a
1313.13767	fig|1313.13767.peg.1316	78b605b215ec03161c84f249d2b38655
1313.13767	fig|1313.13767.peg.248	679532db432414e54789c2cc1529975c
1313.13767	fig|1313.13767.repeat_unit.352	
1313.13767	fig|1313.13767.peg.37	26949b70d726caa20dd4544cbe72f78f
1313.13767	fig|1313.13767.peg.494	32b1ceab3d5758fcca4b685eb0d03c30
1313.13767	fig|1313.13767.peg.209	6e32e94db3802c94892ff7e86c5d455c
1313.13767	fig|1313.13767.peg.383	4ce478f53ad70a02ccc93a5dd0f48879
1313.13767	fig|1313.13767.peg.925	db24aa2bbc26d1d3cccfaa2e48e50ffc
1313.13767	fig|1313.13767.peg.66	09eeadc1e2577aeb13a22730c65c8371
1313.13767	fig|1313.13767.peg.390	0451df13357f62268643efd366ddbd80
1313.13767	fig|1313.13767.peg.1207	ddc77bb1aed35e9aa499d60bae6a4201
1313.13767	fig|1313.13767.repeat_unit.313	
1313.13767	fig|1313.13767.peg.2192	76f41f3e4ce441d2f570a599129585e4
1313.13767	fig|1313.13767.peg.1404	3a866b4b48c5475be08d5ce723b86b57
1313.13767	fig|1313.13767.peg.226	5837d8292209b3d1c2ec5645d74a7898
1313.13767	fig|1313.13767.repeat_unit.533	
1313.13767	fig|1313.13767.peg.1365	f217da8024a7ec63a252391276146ef8
1313.13767	fig|1313.13767.peg.909	3564892058a6c228cea3600eb8fb33ee
1313.13767	fig|1313.13767.peg.507	9b6b9581cb499767614357c6fe770303
1313.13767	fig|1313.13767.peg.1714	d5bcaf3307b7af0a46fc48ead54a45bd
1313.13767	fig|1313.13767.peg.981	d1bb50d0ecc3a439e381e1c3397448d5
1313.13767	fig|1313.13767.peg.851	2ecd0f88d612a5ff71f5877cf0f2e809
1313.13767	fig|1313.13767.peg.1956	92b6a6ac24cf77108d3b2ed7bb2438a7
1313.13767	fig|1313.13767.peg.1044	37e90fe50a4cd3e85ba4b302c37f13fe
1313.13767	fig|1313.13767.peg.1038	8bb75060ea349fba3df128ad4636f5e4
1313.13767	fig|1313.13767.peg.1838	1d13a2c29d18801cedeffea82d3a5c22
1313.13767	fig|1313.13767.repeat.281	
1313.13767	fig|1313.13767.peg.1188	05782a40b3cb6b15fbc372a096deaa27
1313.13767	fig|1313.13767.peg.574	afcfcd55995bf613e4a6d2aec5f54662
1313.13767	fig|1313.13767.peg.1411	ef8966364335de980c3c2b1af38014a1
1313.13767	fig|1313.13767.peg.1267	90239e002bf9e12f372d5e446b2e3adb
1313.13767	fig|1313.13767.peg.111	88b7fb60bd17eb5b0b02f429c2c4d0bc
1313.13767	fig|1313.13767.peg.1592	3d325f5d2a03ac48a310a8937d04dfd2
1313.13767	fig|1313.13767.peg.338	aad1d7bc9dde9b07d88c8a1c1aa2984c
1313.13767	fig|1313.13767.repeat.177	
1313.13767	fig|1313.13767.repeat_unit.87	
1313.13767	fig|1313.13767.peg.923	6f2715d296354fa2b82b7e5d40c61aa9
1313.13767	fig|1313.13767.peg.1587	7519aa2129f2550a3bf09f6a01dd702d
1313.13767	fig|1313.13767.repeat_unit.509	
1313.13767	fig|1313.13767.repeat_unit.135	
